Instance,N Jobs,N Machines,N Tasks,N Individuals,N Iterations,Mutation Prob.,Xover Prob.,Threshold,Mode,Factor,Xover type,Mutation type,Iteration,Tardiness,Energy,N Generations,Execution Time
32,6,5,15,200,10,15,100,25,GPMX,INV,0,1,6,714,599.1396666666412,60,18.03488540649414
32,6,5,15,200,10,15,100,25,GPMX,INV,0,1,7,714,599.1396666666412,57,17.04053783416748
32,6,5,15,200,10,15,100,25,GPMX,INV,0,1,8,558,599.1396666666419,47,13.911742687225342
32,6,5,15,200,10,15,100,25,GPMX,INV,0,1,9,714,599.1396666666412,66,19.78874397277832
32,6,5,15,200,10,15,100,25,GPMX,INV,0,1,10,714,599.1396666666412,45,13.54683256149292
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,1,2924,480.47833333332,74,21.732972860336304
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,2,1824,480.47833333332,58,17.38871955871582
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,3,1824,480.47833333332,64,18.771029472351074
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,4,1824,480.47833333332,76,22.072953701019287
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,5,1824,480.47833333332,68,20.04931378364563
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,6,2932,480.47833333332,60,17.345210790634155
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,7,2932,480.47833333332,64,18.948922395706177
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,8,1824,480.47833333332,66,19.43862533569336
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,9,1824,480.47833333332,78,22.373523950576782
33,6,4,17,200,10,15,100,25,GPMX,INV,0,1,10,1904,480.47833333332,67,19.427898645401
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,1,1270,569.4616666666489,63,21.455655813217163
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,2,1220,569.4616666666489,57,19.452592372894287
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,3,1350,569.4616666666489,45,15.637000322341919
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,4,730,569.4616666666481,92,30.352492332458496
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,5,1220,569.4616666666489,51,17.261914491653442
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,6,860,569.4616666666481,64,20.612226486206055
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,7,800,569.4616666666481,61,19.536643505096436
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,8,1266,569.4616666666481,53,17.180625915527344
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,9,1080,569.4616666666481,48,16.079075813293457
34,6,4,17,200,10,15,100,25,GPMX,INV,0,1,10,1350,569.4616666666489,50,17.023860692977905
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,1,564,205.0289999999951,50,9.019353866577148
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,2,524,205.02899999999516,47,8.311925411224365
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,3,964,205.0289999999951,42,7.821617126464844
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,4,564,205.0289999999951,53,9.757706880569458
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,5,564,205.0289999999951,43,7.972672939300537
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,6,524,205.02899999999516,38,6.692145824432373
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,7,964,205.0289999999951,57,10.612379550933838
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,8,964,205.0289999999951,56,10.429417133331299
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,9,1034,205.02899999999514,61,10.892778635025024
35,5,4,13,200,10,15,100,25,GPMX,INV,0,1,10,974,205.0289999999951,62,11.3735671043396
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,1,142,168.71366666666393,49,7.114010572433472
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,2,142,168.71366666666393,44,6.583276271820068
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,3,142,168.71366666666393,46,6.586759328842163
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,4,142,168.71366666666393,44,6.587151527404785
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,5,142,168.71366666666393,42,6.054615497589111
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,6,54,168.71366666666393,42,6.1817626953125
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,7,222,168.71366666666393,41,6.02657413482666
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,8,142,168.71366666666393,44,6.410912990570068
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,9,54,168.71366666666393,42,6.175934314727783
36,5,4,12,200,10,15,100,25,GPMX,INV,0,1,10,142,168.71366666666393,45,6.462100028991699
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,1,544,535.5403333333159,55,17.324023246765137
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,2,272,535.5403333333169,50,15.660086631774902
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,3,646,535.5403333333168,68,21.678414344787598
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,4,220,535.5403333333169,53,16.497042179107666
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,5,532,535.5403333333159,77,23.780873775482178
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,6,568,535.5403333333168,71,22.28849220275879
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,7,946,535.5403333333159,50,15.754766941070557
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,8,624,535.5403333333171,46,14.51377010345459
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,9,1092,535.5403333333159,47,14.958606719970703
37,6,4,17,200,10,15,100,25,GPMX,INV,0,1,10,568,535.5403333333168,59,19.302541494369507
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,1,1174,357.3836666666552,54,16.93541145324707
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,2,1058,357.38366666665434,99,30.602773666381836
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,3,1344,357.3836666666552,51,15.997481346130371
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,4,908,357.38366666665434,89,27.853273153305054
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,5,908,357.38366666665434,90,28.17381763458252
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,6,690,357.3836666666552,63,19.406461477279663
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,7,908,357.38366666665434,88,27.56974959373474
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,8,1344,357.3836666666552,63,19.455387830734253
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,9,908,357.38366666665434,104,31.69756770133972
38,6,4,17,200,10,15,100,25,GPMX,INV,0,1,10,908,357.38366666665434,93,28.90452480316162
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,1,154,182.26066666666605,43,5.516469478607178
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,2,48,182.26066666666605,46,5.9407453536987305
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,3,38,182.26066666666605,46,6.08608603477478
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,4,38,182.26066666666605,47,5.992708206176758
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,5,154,182.26066666666605,40,5.317485809326172
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,6,38,182.26066666666605,43,5.471975803375244
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,7,48,182.26066666666605,42,5.388440847396851
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,8,58,182.26066666666605,47,6.012402534484863
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,9,38,182.26066666666605,45,5.719038724899292
39,6,6,12,200,10,15,100,25,GPMX,INV,0,1,10,154,182.26066666666605,46,5.994898796081543
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,1,320,326.32500000000044,26,5.087825059890747
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,2,320,326.32500000000044,26,5.274417877197266
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,3,320,326.32500000000044,26,5.243253707885742
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,4,320,326.32500000000044,26,5.132872104644775
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,5,320,326.32500000000044,26,5.044473648071289
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,6,320,326.32500000000044,26,5.077172040939331
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,7,320,326.32500000000044,26,5.043991565704346
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,8,320,326.32500000000044,26,5.039849758148193
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,9,320,326.32500000000044,26,5.28642725944519
4,2,2,9,200,10,15,100,25,GPMX,INV,0,1,10,320,326.32500000000044,26,5.050370216369629
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,1,1566,683.9303333333005,106,42.803422689437866
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,2,1766,683.9303333333069,41,15.663070678710938
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,3,1566,683.9303333333005,93,37.42965745925903
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,4,1820,683.9303333333069,45,17.12437653541565
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,5,1076,683.9303333333069,51,20.407269954681396
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,6,1508,683.9303333333069,45,17.73237919807434
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,7,916,683.9303333333069,48,18.077232837677002
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,8,1710,683.9303333333005,81,33.55587553977966
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,9,796,683.9303333333069,48,18.279832124710083
40,6,6,22,200,10,15,100,25,GPMX,INV,0,1,10,1026,683.9303333333069,46,17.015778064727783
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,1,1236,519.1559999999689,80,28.39312982559204
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,2,1518,519.1559999999693,81,27.448076725006104
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,3,1196,519.1559999999687,82,28.81015419960022
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,4,1100,519.1559999999719,71,25.847463846206665
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,5,1316,519.1559999999693,71,24.769254207611084
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,6,1060,519.1559999999715,62,22.340384244918823
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,7,1196,519.1559999999687,87,29.69904851913452
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,8,1124,519.1559999999694,72,24.9719979763031
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,9,1298,519.1559999999687,90,30.838787078857422
41,9,8,22,200,10,15,100,25,GPMX,INV,0,1,10,1236,519.1559999999689,65,23.31306290626526
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,1,460,696.8883333332963,49,22.126007318496704
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,2,936,696.8883333332963,54,23.7652485370636
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,3,1866,696.8883333332963,47,21.090831995010376
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,4,454,696.8883333332963,50,22.340500831604004
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,5,978,696.8883333332963,46,20.591989994049072
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,6,1182,696.8883333332963,49,22.111595153808594
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,7,364,696.8883333332963,49,21.544800996780396
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,8,394,696.8883333332963,50,21.904244661331177
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,9,50,696.8883333332963,42,18.56888508796692
42,9,8,24,200,10,15,100,25,GPMX,INV,0,1,10,932,696.8883333332963,52,22.97673797607422
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,1,1134,586.4033333333,82,30.187466621398926
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,2,628,586.4033333333014,88,32.280202865600586
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,3,1640,586.4033333333024,81,30.24553346633911
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,4,550,586.4033333333018,96,34.960530519485474
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,5,1544,586.4033333333049,71,26.31554937362671
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,6,1240,586.4033333333014,88,31.636727571487427
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,7,742,586.4033333333014,77,28.2052800655365
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,8,1154,586.4033333333016,67,24.535338401794434
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,9,1384,586.4033333333025,70,25.986586332321167
43,8,9,23,200,10,15,100,25,GPMX,INV,0,1,10,722,586.4033333333031,69,25.67680263519287
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,1,970,859.4903333333003,52,20.27669358253479
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,2,446,859.4903333333003,56,21.457952737808228
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,3,586,859.4903333333003,60,23.456522464752197
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,4,398,859.4903333333003,57,22.188279390335083
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,5,586,859.4903333333003,56,21.801740169525146
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,6,398,859.4903333333003,56,21.75603199005127
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,7,586,859.4903333333002,58,22.43056893348694
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,8,986,859.4903333333002,53,21.020255088806152
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,9,416,859.4903333333003,56,21.623918294906616
44,8,9,23,200,10,15,100,25,GPMX,INV,0,1,10,576,859.4903333333003,68,26.180213451385498
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,1,1084,606.8409999999692,85,35.084327697753906
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,2,424,606.8409999999681,102,40.219268560409546
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,3,800,606.8409999999683,85,34.190340757369995
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,4,1000,606.84099999997,91,36.54015350341797
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,5,904,606.840999999969,86,33.54367280006409
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,6,1178,606.8409999999691,94,37.638171434402466
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,7,924,606.8409999999693,85,33.59080958366394
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,8,2432,606.8409999999693,80,32.526251792907715
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,9,908,607.993666666635,91,38.085458278656006
45,9,8,28,200,10,15,100,25,GPMX,INV,0,1,10,754,606.8409999999684,92,37.026190519332886
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,1,502,963.9459999999436,67,35.487348318099976
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,2,562,963.9459999999436,64,33.679104804992676
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,3,1570,963.945999999943,69,37.724977254867554
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,4,1718,963.945999999949,55,30.09894561767578
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,5,1602,963.9459999999436,61,33.682438373565674
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,6,1356,963.9459999999463,52,27.331660985946655
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,7,1854,963.945999999943,71,37.72492718696594
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,8,562,963.9459999999463,49,26.490339279174805
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,9,502,963.945999999943,73,39.897727727890015
46,9,8,27,200,10,15,100,25,GPMX,INV,0,1,10,1694,963.9459999999436,54,30.312092304229736
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,1,790,658.2613333333165,91,31.00693416595459
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,2,404,658.2613333333206,65,21.96633505821228
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,3,1282,658.2613333333207,63,21.457307815551758
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,4,2196,658.2613333333144,103,34.9067006111145
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,5,1806,658.2613333333145,112,38.44300389289856
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,6,728,658.2613333333168,75,25.4717013835907
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,7,1546,658.2613333333144,114,39.000574588775635
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,8,404,658.2613333333167,113,37.49048590660095
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,9,376,658.2613333333172,77,25.714473485946655
47,8,9,25,200,10,15,100,25,GPMX,INV,0,1,10,404,658.2613333333167,99,33.26142907142639
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,1,428,577.0236666666348,71,27.2445547580719
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,2,162,577.0236666666358,58,22.05131506919861
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,3,192,577.0236666666343,64,23.90204906463623
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,4,286,577.0236666666344,68,25.424901723861694
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,5,162,577.0236666666343,79,29.245686292648315
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,6,150,577.0236666666358,59,22.13221764564514
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,7,154,577.0236666666358,58,21.422667264938354
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,8,428,577.0236666666348,86,31.866519927978516
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,9,162,577.0236666666343,70,26.072635650634766
48,8,9,21,200,10,15,100,25,GPMX,INV,0,1,10,482,577.0236666666344,55,20.746630430221558
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,1,1592,538.4599999999831,84,42.33844256401062
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,2,1768,547.256999999978,128,67.9327917098999
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,3,2410,538.4599999999762,113,59.42558693885803
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,4,1920,547.2569999999776,94,50.00361156463623
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,5,2516,538.4599999999755,107,57.36204743385315
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,6,2556,540.3853333333112,97,50.78468942642212
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,7,2112,538.4599999999791,105,52.96233057975769
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,8,1330,538.4599999999773,116,56.808719873428345
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,9,2972,538.4599999999762,108,52.07335138320923
49,8,10,31,200,10,15,100,25,GPMX,INV,0,1,10,2126,538.4599999999775,104,50.59992027282715
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,1,70,212.90133333333068,26,1.5219323635101318
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,2,70,212.90133333333068,26,1.624131202697754
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,3,70,212.90133333333068,26,1.6273634433746338
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,4,120,212.90133333333068,26,1.571058750152588
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,5,120,212.90133333333068,26,1.564906358718872
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,6,120,212.90133333333068,26,1.5209741592407227
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,7,70,212.90133333333068,26,1.5346112251281738
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,8,120,212.90133333333068,26,1.5470950603485107
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,9,70,212.90133333333068,25,1.518273115158081
5,3,2,4,200,10,15,100,25,GPMX,INV,0,1,10,120,212.90133333333068,25,1.5244033336639404
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,1,210,711.4043333333055,61,21.381890773773193
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,2,0,711.4043333333055,55,19.394160509109497
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,3,0,711.4043333333055,65,22.32954978942871
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,4,0,711.4043333333055,99,33.31058478355408
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,5,0,711.4043333333055,62,21.734437465667725
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,6,1264,711.4043333333123,63,21.553096532821655
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,7,0,711.4043333333055,88,30.188091039657593
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,8,0,711.4043333333055,67,22.865174770355225
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,9,0,711.4043333333055,65,22.33283519744873
50,8,10,19,200,10,15,100,25,GPMX,INV,0,1,10,0,711.4043333333055,62,21.605671167373657
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,1,2124,513.6903333333215,104,43.023221015930176
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,2,2614,513.6903333333213,75,30.933557510375977
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,3,1886,513.6903333333213,104,42.255112409591675
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,4,1886,513.6903333333219,98,39.00777721405029
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,5,2118,513.6903333333213,97,39.508772134780884
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,6,1916,513.6903333333217,75,30.655046463012695
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,7,2078,513.6903333333213,127,50.96745467185974
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,8,1994,513.6903333333215,86,34.81390070915222
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,9,2758,513.690333333322,76,31.0890371799469
51,10,8,26,200,10,15,100,25,GPMX,INV,0,1,10,2108,513.6903333333213,97,39.113996267318726
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,1,3484,842.9539999999661,83,44.629125356674194
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,2,2828,842.953999999968,61,33.15726900100708
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,3,2668,842.9539999999666,84,44.737815856933594
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,4,1378,842.9539999999665,110,58.011160135269165
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,5,2234,842.9539999999661,73,38.89927577972412
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,6,1918,842.9539999999666,81,43.64438033103943
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,7,2458,842.9539999999727,65,33.53313612937927
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,8,1540,842.9539999999666,84,44.849692583084106
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,9,3172,842.9539999999661,83,44.67950892448425
52,10,8,30,200,10,15,100,25,GPMX,INV,0,1,10,2482,842.953999999968,78,39.661513566970825
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,1,962,557.8969999999781,77,36.293134450912476
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,2,438,557.8969999999781,84,38.83210062980652
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,3,2810,557.8969999999779,73,35.63512182235718
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,4,528,557.8969999999781,79,37.5264356136322
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,5,386,557.8969999999755,110,50.92448616027832
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,6,714,557.8969999999707,79,36.75821542739868
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,7,3736,557.8969999999707,79,38.39746332168579
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,8,3206,557.8969999999707,75,36.12653708457947
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,9,2226,557.8969999999756,102,48.328750133514404
53,9,9,26,200,10,15,100,25,GPMX,INV,0,1,10,848,557.8969999999781,88,40.04400706291199
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,1,1508,993.813999999956,54,29.736913681030273
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,2,2442,993.8139999999515,75,41.645065784454346
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,3,2532,993.8139999999526,51,28.883252143859863
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,4,2442,993.8139999999515,67,37.77325987815857
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,5,1782,993.8139999999526,54,31.059087991714478
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,6,2742,993.8139999999515,55,30.937588930130005
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,7,4784,993.8139999999513,59,34.02863693237305
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,8,2572,993.8139999999515,72,41.70675730705261
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,9,2458,993.8139999999515,64,36.22712182998657
54,9,9,31,200,10,15,100,25,GPMX,INV,0,1,10,2740,993.8139999999526,53,30.416356563568115
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,1,1396,475.87399999998934,79,30.129197597503662
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,2,1826,475.87399999999,70,26.956401348114014
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,3,1586,475.8739999999894,84,32.43752837181091
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,4,1396,475.8739999999904,77,30.668380975723267
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,5,1396,475.87399999998934,88,33.58328890800476
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,6,1586,475.87399999998934,82,31.29147171974182
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,7,1324,475.8739999999904,70,27.414090394973755
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,8,1396,475.8739999999905,69,27.068755626678467
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,9,1396,475.87399999998934,119,44.3894305229187
55,9,10,23,200,10,15,100,25,GPMX,INV,0,1,10,1396,475.87399999998934,94,35.84396243095398
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,1,1274,638.5519999999523,65,30.636128664016724
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,2,1482,638.5519999999523,56,27.530603408813477
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,3,1858,638.5519999999523,70,33.69676613807678
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,4,774,638.5519999999526,79,36.532017946243286
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,5,1240,638.5519999999523,59,28.36338973045349
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,6,950,638.5519999999523,64,30.375871419906616
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,7,1844,638.5519999999507,93,41.80837965011597
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,8,2160,638.551999999953,57,27.16830563545227
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,9,1234,638.551999999953,68,31.8164484500885
56,9,10,26,200,10,15,100,25,GPMX,INV,0,1,10,1404,638.551999999953,73,34.636788845062256
